T
0.032000
-0.586000
-1.184000
-1.790000
-2.006000
-1.742000
-1.640000
-1.004000
-1.282000
-0.800000
-0.590000
-0.518000
0.784000
2.108000
2.202000
2.380000
2.204000
2.028000
1.316000
1.116000
1.182000
1.628000
1.392000
0.890000
-0.098000
-0.372000
-0.600000
-1.060000
-1.406000
-1.494000
-1.638000
-1.902000
-1.980000
-2.208000
-1.812000
-1.212000
-0.824000
-0.666000
-0.456000
-0.350000
-0.392000
-0.184000
-0.218000
-0.088000
0.266000
-0.726000
-1.814000
-2.496000
-2.782000
-2.928000
-2.894000
-2.618000
-2.278000
-1.966000
-2.016000
-2.010000
-1.792000
-1.632000
-1.324000
-0.878000
-0.238000
-0.066000
-0.176000
-0.442000
-0.756000
-1.292000
-1.270000
-1.486000
-1.436000
-1.650000
-1.844000
-1.962000
-2.124000
-2.412000
-2.612000
-2.666000
-2.716000
-2.960000
-2.996000
-3.216000
-3.842000
-3.542000
-3.170000
-2.860000
-2.354000
-1.510000
-1.104000
-1.336000
-1.536000
-1.372000
-1.266000
-1.094000
-0.806000
-0.674000
-0.754000
-0.812000
-0.946000
-0.930000
-1.200000
-1.304000
-1.446000
-1.712000
-1.882000
-1.872000
-2.032000
-1.774000
-1.504000
-1.500000
-1.464000
-1.544000
-1.236000
-1.290000
-1.576000
-1.760000
-2.162000
-2.430000
-2.442000
-2.756000
-2.848000
-2.832000
-2.960000
-3.660000
-4.122000
-4.676000
-4.476000
-4.654000
-4.590000
-5.012000
-4.596000
-4.844000
-4.886000
-4.736000
-4.310000
-4.210000
-4.020000
-4.420000
-4.328000
-4.762000
-4.656000
-4.678000
-4.738000
-4.728000
-4.572000
-4.586000
-4.622000
-4.616000
-4.464000
-4.296000
-4.230000
-4.204000
-3.866000
-3.712000
-3.392000
-2.810000
-1.750000
0.220000
1.696000
2.744000
1.940000
2.476000
3.232000
2.680000
2.456000
2.510000
2.538000
3.120000
3.418000
3.630000
4.562000
5.014000
4.824000
4.180000
3.952000
4.026000
3.902000
3.638000
3.414000
4.246000
4.884000
5.310000
5.896000
6.436000
6.452000
6.330000
4.988000
4.132000
2.692000
1.876000
1.284000
1.120000
0.158000
-0.220000
-1.750000
-2.404000
-2.330000
-3.000000
-2.468000
-3.210000
-3.164000
-2.854000
-3.260000
-3.224000
-1.936000
-0.726000
1.358000
2.232000
2.500000
2.716000
2.280000
1.644000
0.842000
0.364000
0.246000
0.336000
1.108000
1.844000
2.424000
2.356000
2.110000
1.356000
0.802000
0.692000
1.186000
2.408000
2.452000
3.696000
3.384000
4.720000
6.296000
8.160000
7.654000
6.616000
5.790000
5.542000
4.818000
4.676000
4.262000
4.820000
4.268000
4.214000
3.930000
4.006000
3.570000
3.406000
3.660000
3.398000
3.038000
2.782000
2.982000
3.016000
3.294000
3.908000
4.734000
5.020000
5.164000
4.640000
4.104000
3.532000
3.390000
3.252000
3.266000
3.104000
3.358000
3.764000
4.166000
4.352000
4.424000
3.982000
4.068000
4.216000
3.978000
3.690000
3.736000
4.308000
4.916000
5.446000
6.442000
6.606000
7.072000
5.906000
5.056000
3.838000
2.990000
2.838000
3.578000
2.602000
3.598000
2.930000
2.972000
2.838000
3.396000
3.754000
3.520000
3.646000
3.978000
2.962000
1.990000
3.240000
4.130000
4.176000
4.548000
4.484000
4.126000
3.182000
3.626000
3.574000
3.396000
2.492000
1.742000
1.402000
1.460000
1.518000
2.398000
2.674000
1.978000
1.572000
1.660000
1.402000
0.920000
0.162000
-0.006000
0.096000
1.468000
3.014000
3.868000
4.186000
3.456000
3.298000
2.920000
2.252000
1.588000
1.614000
2.126000
2.186000
1.714000
1.384000
0.968000
0.582000
0.748000
1.400000
1.638000
1.842000
1.194000
1.474000
1.434000
1.238000
1.582000
1.428000
1.900000
2.604000
1.122000
-0.124000
0.334000
0.522000
0.504000
0.266000
0.192000
0.156000
-0.276000
-0.756000
-0.990000
-1.070000
-0.948000
-0.962000
-0.988000
-0.956000
-1.122000
-1.330000
-1.220000
-0.872000
-0.420000
0.006000
0.258000
0.692000
1.026000
0.454000
0.416000
0.192000
-0.590000
-0.664000
-0.808000
-1.040000
-0.920000
-0.878000
-1.130000
-1.414000
-1.510000
-2.324000
-2.192000
-2.122000
-2.550000
-2.052000
-2.166000
-1.960000
-1.662000
-2.320000
-2.246000
-1.856000
-1.844000
-2.034000
-2.158000
-2.198000
-2.230000
-2.364000
-2.666000
-2.924000
-3.034000
-3.148000
-3.328000
-3.364000
-3.594000
-3.666000
-3.750000
-4.272000
-5.358000
-5.396000
-5.898000
-5.758000
-3.774000
-2.952000
-2.616000
-2.122000
-2.598000
-2.556000
-3.842000
-4.854000
-5.986000
-6.768000
-7.540000
-8.516000
-8.966000
-9.448000
-9.350000
-9.592000
-9.994000
-10.226000
-10.900000
-10.782000
-11.222000
-11.946000
-12.292000
-11.634000
-9.990000
-7.396000
-4.950000
-3.014000
-2.090000
-1.794000
-3.166000
-4.360000
-6.018000
-6.930000
-7.622000
-7.718000
-7.948000
-7.568000
-6.966000
-6.486000
-6.176000
-5.506000
-4.950000
-4.304000
-3.652000
-3.564000
-3.606000
-3.512000
-2.232000
-1.082000
-0.066000
0.320000
-0.536000
-0.904000
-0.980000
-0.908000
-1.028000
-1.004000
-1.026000
-0.988000
-1.004000
-1.218000
-1.724000
-1.818000
-1.840000
-2.588000
-3.140000
-3.230000
-3.522000
-3.662000
-3.872000
-3.680000
-3.228000
-3.020000
-1.302000
-0.154000
-0.612000
-0.298000
-2.072000
-3.156000
-4.554000
-5.906000
-6.856000
-8.320000
-8.928000
-9.258000
-10.222000
-10.760000
-11.896000
-12.522000
-12.240000
-12.706000
-13.642000
-13.694000
-13.646000
-12.624000
-10.368000
-8.234000
-5.138000
-2.854000
-1.580000
-0.744000
-2.254000
-3.438000
-4.252000
-4.568000
-4.670000
-4.546000
-3.620000
-3.250000
-2.992000
-3.390000
-3.458000
-3.236000
-2.820000
-2.312000
-2.268000
-1.864000
-1.382000
-0.314000
3.078000
3.892000
4.354000
4.972000
5.636000
5.350000
5.140000
4.752000
4.340000
4.308000
4.034000
4.066000
3.832000
3.718000
3.386000
2.652000
2.518000
2.104000
1.886000
1.662000
1.042000
0.958000
1.074000
1.144000
1.050000
2.506000
4.340000
5.694000
6.206000
5.884000
4.734000
4.200000
4.580000
3.858000
3.528000
3.580000
3.338000
3.102000
3.022000
3.008000
3.528000
3.910000
4.304000
4.462000
4.542000
5.076000
5.282000
5.624000
5.898000
6.938000
8.446000
9.048000
9.828000
10.272000
10.528000
9.424000
8.262000
6.716000
5.532000
4.806000
4.334000
4.382000
5.370000
5.194000
5.956000
5.200000
5.152000
5.546000
5.866000
5.820000
5.162000
5.640000
6.632000
8.318000
10.000000
11.492000
11.984000
11.844000
11.172000
10.188000
9.794000
9.968000
10.058000
10.040000
10.010000
9.710000
9.462000
9.226000
9.248000
9.336000
9.224000
9.282000
9.426000
9.408000
9.180000
9.772000
10.466000
11.316000
11.594000
11.190000
11.522000
11.720000
12.082000
11.968000
11.934000
12.016000
12.166000
11.784000
11.866000
12.046000
12.020000
11.854000
11.660000
11.516000
11.448000
11.560000
10.884000
10.872000
7.624000
6.780000
6.880000
7.988000
8.492000
9.352000
8.268000
8.848000
7.006000
6.058000
4.980000
3.364000
2.468000
1.608000
1.392000
0.842000
0.394000
-0.108000
-0.218000
-0.766000
-0.986000
-0.548000
-0.628000
-0.446000
1.344000
2.994000
5.340000
5.958000
7.198000
8.234000
8.528000
8.578000
8.206000
7.966000
7.892000
7.644000
7.358000
6.948000
6.876000
6.716000
6.672000
6.644000
6.676000
6.754000
6.984000
6.872000
6.958000
7.034000
7.154000
7.696000
7.866000
7.640000
7.828000
7.522000
7.318000
7.412000
7.574000
6.830000
6.794000
6.328000
5.752000
4.726000
4.600000
3.462000
0.970000
1.516000
1.460000
1.538000
1.216000
1.018000
1.688000
1.058000
1.342000
2.250000
3.022000
3.812000
4.312000
4.654000
5.274000
5.312000
4.262000
4.084000
4.300000
4.698000
5.060000
5.136000
4.752000
4.340000
5.592000
5.746000
8.666000
9.026000
9.320000
9.332000
9.204000
9.490000
10.552000
11.408000
11.646000
11.878000
12.312000
12.618000
12.916000
12.828000
12.562000
12.136000
11.700000
11.146000
10.492000
10.394000
10.444000
10.510000
10.984000
11.030000
10.996000
11.344000
11.526000
11.576000
11.306000
11.248000
11.390000
11.418000
11.540000
12.240000
12.628000
11.948000
11.692000
11.542000
11.274000
10.964000
7.522000
6.304000
6.322000
6.182000
5.922000
5.692000
5.502000
3.556000
3.678000
3.664000
3.620000
3.426000
3.244000
3.228000
3.394000
3.856000
4.760000
5.464000
5.692000
6.084000
5.796000
5.872000
4.742000
3.796000
2.892000
2.382000
2.320000
2.256000
2.334000
2.740000
2.770000
2.930000
3.102000
2.926000
2.670000
2.668000
2.322000
2.462000
2.700000
3.072000
3.528000
3.830000
3.888000
3.766000
2.306000
2.090000
2.132000
1.966000
1.818000
1.920000
2.086000
2.070000
1.954000
1.976000
2.274000
2.324000
1.734000
1.922000
2.138000
2.072000
1.842000
2.188000
2.390000
2.746000
3.206000
3.732000
4.168000
4.464000
4.758000
5.074000
5.376000
5.386000
5.228000
5.328000
5.968000
5.800000
7.092000
6.006000
5.950000
6.428000
6.372000
6.790000
6.654000
5.772000
5.474000
5.136000
5.188000
5.926000
7.228000
8.262000
9.454000
10.406000
11.064000
11.424000
10.522000
9.926000
8.460000
8.062000
6.616000
5.774000
5.470000
5.120000
4.518000
4.256000
2.722000
3.682000
3.750000
4.874000
5.118000
4.934000
4.638000
4.256000
5.446000
6.080000
7.758000
8.992000
10.416000
10.978000
11.032000
9.686000
9.178000
8.522000
8.266000
7.886000
7.568000
7.256000
6.888000
5.946000
6.084000
6.534000
6.708000
6.460000
6.466000
6.600000
6.548000
7.260000
8.892000
9.534000
10.228000
9.050000
8.088000
8.748000
8.604000
6.036000
7.024000
5.742000
5.876000
5.736000
5.636000
6.102000
6.492000
6.910000
6.830000
6.674000
6.508000
6.988000
6.804000
6.260000
6.342000
6.872000
6.912000
7.494000
7.664000
7.084000
6.700000
7.076000
8.526000
8.258000
8.796000
8.810000
8.896000
8.838000
8.204000
5.542000
4.836000
4.414000
3.418000
2.838000
2.908000
2.780000
2.500000
2.232000
2.344000
2.944000
4.142000
4.774000
4.830000
4.922000
4.980000
4.176000
4.018000
3.800000
3.240000
3.248000
3.484000
3.624000
3.480000
2.318000
2.956000
3.162000
3.396000
3.080000
3.010000
2.984000
2.908000
3.042000
3.536000
3.702000
5.274000
5.542000
6.344000
5.412000
6.362000
5.764000
5.502000
4.602000
3.446000
2.612000
2.172000
1.572000
1.694000
1.866000
1.540000
0.596000
0.068000
-0.376000
-0.906000
-1.358000
-0.784000
-0.718000
-1.020000
0.402000
3.342000
4.254000
4.238000
4.798000
5.048000
5.686000
5.396000
4.740000
4.302000
3.420000
2.438000
1.466000
0.342000
-0.532000
-0.992000
-1.162000
-1.786000
-2.242000
-3.244000
-3.602000
-4.126000
-4.526000
-3.958000
-2.614000
-0.578000
1.792000
3.364000
4.620000
4.272000
4.172000
3.834000
3.648000
3.484000
3.016000
2.486000
2.070000
1.732000
2.100000
2.550000
2.832000
3.158000
3.130000
3.122000
3.246000
3.268000
3.320000
3.522000
4.386000
7.480000
8.170000
8.278000
8.300000
7.812000
7.840000
7.482000
6.932000
6.428000
5.496000
5.216000
4.970000
4.726000
4.746000
4.574000
4.394000
4.336000
4.094000
3.872000
3.912000
3.856000
3.742000
3.750000
4.242000
4.320000
4.386000
4.322000
4.516000
4.346000
4.096000
3.142000
2.552000
1.860000
1.248000
0.928000
0.786000
0.556000
0.200000
-0.194000
-0.362000
-0.470000
-0.526000
-0.792000
-0.932000
-1.334000
-1.484000
-1.904000
-1.790000
-1.506000
-1.450000
-1.406000
-1.494000
-1.614000
-1.778000
-1.884000
-1.770000
-1.654000
-1.682000
-1.600000
-1.514000
-1.282000
-1.334000
-1.208000
-1.404000
-1.626000
-1.668000
-1.594000
-1.338000
-0.950000
-1.336000
-1.030000
-1.056000
-0.482000
-0.326000
0.124000
-0.322000
-0.614000
-0.818000
-1.134000
-1.158000
-0.930000
-0.972000
-1.038000
-1.070000
-1.116000
-0.982000
-0.478000
-0.090000
0.100000
0.068000
0.170000
0.306000
0.236000
0.366000
1.306000
2.596000
3.388000
4.044000
4.574000
4.700000
5.076000
5.224000
5.462000
4.742000
3.478000
2.916000
2.336000
1.768000
0.836000
0.520000
-0.210000
-1.010000
-1.284000
-1.680000
-2.328000
-2.896000
